transaction_id,date,customer_id,amount,category,payment_method,description,fraud_risk
TX00919,2025-02-16,CUST0155,114.24,Education,Wallet,Electrician repaired faulty wiring.,0
TX00920,2025-03-12,CUST0249,4.42,Utilities,Bank Transfer,Paid for a cooking class.,0
TX00921,2025-02-02,CUST0188,17.91,Utilities,Debit,Booked an interior design consultation.,0
TX00922,2025-01-24,CUST0234,25.21,Electronics,Debit,Bought a digital scale.,0
TX00923,2025-03-31,CUST0031,92.86,Education,Debit,Stock purchase executed on market.,0
TX00924,2025-03-16,CUST0082,0.79,Electronics,Bank Transfer,Purchased gardening tools for the backyard.,0
TX00925,2025-03-17,CUST0243,28.47,Travel,Bank Transfer,Pest control service payment.,0
TX00926,2025-01-18,CUST0119,93.74,Food,Wallet,Loan disbursement received today.,0
TX00927,2025-01-13,CUST0222,181.91,Electronics,Wallet,Purchased software for project management.,0
TX00928,2025-01-04,CUST0127,57.03,Electronics,Wallet,Monthly recurring revenue from SaaS product.,0
TX00929,2025-02-21,CUST0002,240.79,Education,Wallet,Office rent payment processed.,0
TX00930,2025-03-18,CUST0288,107.41,Utilities,Bank Transfer,Alimony payment made.,0
TX00931,2025-02-17,CUST0297,57.16,Travel,Bank Transfer,Paid for a marketing analytics tool.,0
TX00932,2025-01-28,CUST0082,51.08,Electronics,Debit,Paid for a cooking demonstration.,0
TX00933,2025-02-22,CUST0153,124.81,Entertainment,Bank Transfer,House cleaning service rendered.,0
TX00934,2025-01-27,CUST0234,52.28,Utilities,Debit,Purchased a slow cooker.,0
TX00935,2025-02-06,CUST0047,0.07,Food,Bank Transfer,Paid for a meditation guide.,0
TX00936,2025-02-02,CUST0158,98.36,Utilities,Debit,MasterClass online course subscription.,0
TX00937,2025-02-01,CUST0045,122.12,Utilities,Bank Transfer,Bought bird seed.,0
TX00938,2025-03-15,CUST0277,143.04,Clothing,Debit,Paid for legal consultation regarding contract.,0
TX00939,2025-03-13,CUST0083,257.91,Electronics,Card,Purchased a board game.,0
TX00940,2025-02-17,CUST0181,73.94,Clothing,Wallet,Child support payment processed.,0
TX00941,2025-02-04,CUST0095,160.4,Electronics,Debit,Annual domain name renewal.,0
TX00942,2025-02-05,CUST0115,162.87,Travel,Bank Transfer,Acquired a smart home device.,0
TX00943,2025-02-14,CUST0268,26.11,Clothing,Wallet,Paid for a dog grooming session.,0
TX00944,2025-02-05,CUST0044,125.04,Electronics,Wallet,Home mortgage payment submitted.,0
TX00945,2025-01-16,CUST0035,24.22,Food,Debit,Company phone bills paid.,0
TX00946,2025-01-07,CUST0255,36.6,Education,Wallet,Sold a vintage item.,0
TX00947,2025-02-02,CUST0132,55.49,Travel,Bank Transfer,Income from delivering food.,0
TX00948,2025-01-03,CUST0141,70.56,Electronics,Debit,Sold a vintage item.,0
TX00949,2025-03-10,CUST0225,20.25,Travel,Debit,Made a charitable donation.,0
TX00950,2025-01-28,CUST0267,494.65,Food,Debit,Monthly recurring revenue from SaaS product.,1
TX00951,2025-03-19,CUST0262,88.17,Travel,Debit,Paid for a fitness app membership.,0
TX00952,2025-01-15,CUST0131,260.19,Clothing,Wallet,Paid for a bookkeeping service.,0
TX00953,2025-01-28,CUST0276,145.58,Entertainment,Bank Transfer,Paid for a new printer.,0
TX00954,2025-01-26,CUST0259,153.23,Education,Wallet,Commercial property tax paid.,0
TX00955,2025-03-22,CUST0028,45.52,Electronics,Bank Transfer,Purchased a drone for recreational use.,0
TX00956,2025-03-18,CUST0216,95.27,Clothing,Debit,Home security monitoring subscription.,0
TX00957,2025-01-13,CUST0048,170.95,Electronics,Debit,Paid employee salaries for the month.,1
TX00958,2025-01-20,CUST0157,2.98,Electronics,Card,Fire safety inspection bill.,0
TX00959,2025-02-22,CUST0049,53.53,Clothing,Card,Paid for a search engine optimization tool.,0
TX00960,2025-03-18,CUST0042,25.61,Utilities,Bank Transfer,Business insurance premium payment.,0
TX00961,2025-01-07,CUST0111,178.14,Education,Bank Transfer,Setup a recurring bill payment.,0
TX00962,2025-02-27,CUST0162,62.64,Food,Bank Transfer,Purchased a lunchbox.,0
TX00963,2025-02-26,CUST0199,344.88,Education,Card,Paid for a notary public service.,1
TX00964,2025-01-04,CUST0204,77.3,Utilities,Card,Content delivery network bill.,0
TX00965,2025-02-19,CUST0158,24.15,Electronics,Wallet,Received payment for a voiceover job.,0
TX00966,2025-03-28,CUST0064,33.12,Food,Debit,Paid for a courier service.,0
TX00967,2025-03-04,CUST0261,33.63,Education,Card,Paid monthly electricity bill online.,1
TX00968,2025-01-21,CUST0205,615.81,Clothing,Debit,Cloud storage service renewed.,1
TX00969,2025-02-27,CUST0264,45.25,Travel,Bank Transfer,Payment for a catering event.,0
TX00970,2025-03-05,CUST0288,71.68,Entertainment,Wallet,Network maintenance fee.,0
TX00971,2025-02-23,CUST0271,49.15,Education,Bank Transfer,Social media management platform.,0
TX00972,2025-03-09,CUST0198,154.88,Utilities,Wallet,Income from selling unused books.,0
TX00973,2025-02-04,CUST0019,156.56,Entertainment,Wallet,Paid for a notary public service.,0
TX00974,2025-01-02,CUST0180,158.14,Entertainment,Wallet,Purchased a dance class package.,0
TX00975,2025-02-04,CUST0032,172.0,Entertainment,Card,Recycling service fee.,0
TX00976,2025-03-17,CUST0157,51.44,Food,Bank Transfer,Paid for business legal fees.,1
TX00977,2025-01-04,CUST0253,17.33,Electronics,Debit,Annual domain name renewal.,0
TX00978,2025-03-07,CUST0249,69.87,Entertainment,Bank Transfer,Received an investment return on portfolio.,0
TX00979,2025-02-06,CUST0299,45.83,Clothing,Debit,Customer support software subscription.,0
TX00980,2025-01-17,CUST0248,211.71,Electronics,Debit,Received payment for web development work.,0
TX00981,2025-01-27,CUST0248,60.87,Education,Wallet,Received an investment return on portfolio.,0
TX00982,2025-01-11,CUST0042,46.35,Clothing,Wallet,Paid a brokerage fee for stock trade.,0
TX00983,2025-03-17,CUST0182,25.64,Travel,Debit,Software-as-a-service (SaaS) subscription.,0
TX00984,2025-03-10,CUST0265,55.79,Education,Debit,Paid off medical debt.,0
TX00985,2025-03-08,CUST0247,32.07,Food,Bank Transfer,Purchased a wireless mouse.,0
TX00986,2025-03-04,CUST0108,47.06,Travel,Card,Made an extra principal payment.,0
TX00987,2025-02-04,CUST0031,19.66,Electronics,Card,Subscribed to a business news service.,0
TX00988,2025-03-31,CUST0031,10.66,Entertainment,Debit,Received a grant funding for scientific research.,0
TX00989,2025-01-09,CUST0028,54.5,Entertainment,Wallet,Deposited a business check.,0
TX00990,2025-03-10,CUST0118,55.06,Entertainment,Card,Annual car insurance premium due.,0
TX00991,2025-03-24,CUST0075,0.47,Entertainment,Bank Transfer,Paid for premium Spotify subscription.,0
TX00992,2025-01-23,CUST0025,161.63,Clothing,Wallet,Online learning platform subscription.,0
TX00993,2025-02-07,CUST0214,70.29,Education,Bank Transfer,Xbox Game Pass monthly charge.,0
TX00994,2025-01-05,CUST0172,30.78,Food,Card,Purchased a webinar access pass.,0
TX00995,2025-01-27,CUST0261,48.29,Entertainment,Debit,Money sent via peer-to-peer app.,0
TX00996,2025-01-19,CUST0028,153.33,Utilities,Bank Transfer,Paid for a business credit report.,0
TX00997,2025-03-16,CUST0219,88.22,Education,Debit,Paid a bank service charge.,0
TX00998,2025-01-20,CUST0001,40.03,Entertainment,Bank Transfer,Income from a local market stall.,0
TX00999,2025-01-20,CUST0299,40.52,Entertainment,Wallet,Paid for business coaching sessions.,0
TX01000,2025-02-16,CUST0225,212.64,Entertainment,Card,Manicure and pedicure appointment paid.,0
TX01001,2025-02-05,CUST0075,147.86,Food,Bank Transfer,E-commerce platform monthly fee.,0
TX01002,2025-02-02,CUST0153,53.25,Food,Debit,Accounting software subscription bill.,0
TX01003,2025-02-17,CUST0076,60.35,Education,Debit,Company vehicle fuel expenses.,0
TX01004,2025-03-15,CUST0300,215.74,Education,Wallet,Received a gift transfer.,0
TX01005,2025-03-05,CUST0194,115.84,Electronics,Wallet,Professional liability insurance.,0
TX01006,2025-03-03,CUST0278,225.16,Travel,Bank Transfer,Purchased a slow cooker.,0
TX01007,2025-01-13,CUST0009,80.38,Education,Debit,Deposited a security deposit for apartment rental.,0
TX01008,2025-01-12,CUST0246,135.39,Travel,Card,Sold handmade soap at local market.,0
TX01009,2025-03-17,CUST0189,31.81,Entertainment,Wallet,Received an expense reimbursement from employer.,0
TX01010,2025-01-21,CUST0001,204.41,Electronics,Card,Life insurance policy payment.,0
TX01011,2025-03-15,CUST0250,120.54,Travel,Card,Received a gift transfer.,0
TX01012,2025-03-05,CUST0011,56.94,Entertainment,Wallet,Purchased a streaming movie.,0
TX01013,2025-03-04,CUST0157,42.13,Electronics,Bank Transfer,Bought a new shower head.,0
TX01014,2025-01-04,CUST0048,85.83,Entertainment,Bank Transfer,Deposited a business check.,0
TX01015,2025-01-01,CUST0249,42.27,Electronics,Debit,Business insurance premium paid.,0
TX01016,2025-01-03,CUST0069,70.9,Food,Bank Transfer,Paid for a data analytics platform.,0
TX01017,2025-03-12,CUST0284,69.46,Utilities,Bank Transfer,Paid for a meditation app premium.,0
TX01018,2025-02-23,CUST0007,128.51,Food,Wallet,Bought a reusable water bottle.,0
TX01019,2025-01-13,CUST0233,170.95,Entertainment,Debit,Design software monthly license.,0
TX01020,2025-03-12,CUST0172,24.51,Electronics,Bank Transfer,Payment for a training workshop.,0
TX01021,2025-01-25,CUST0111,31.24,Electronics,Wallet,Patreon creator support payment.,0
TX01022,2025-02-24,CUST0262,12.65,Education,Bank Transfer,Antivirus software annual renewal.,0
TX01023,2025-03-10,CUST0161,7.81,Utilities,Card,Elevator maintenance contract.,0
TX01024,2025-03-24,CUST0008,100.49,Electronics,Debit,Annual domain name renewal.,0
TX01025,2025-02-06,CUST0049,34.94,Food,Debit,Made a student loan payment.,0
TX01026,2025-03-31,CUST0093,131.5,Electronics,Bank Transfer,Payment for a photography shoot.,0
TX01027,2025-02-20,CUST0008,265.39,Utilities,Debit,Pest control service payment.,0
TX01028,2025-03-06,CUST0278,60.1,Education,Card,Pet insurance monthly payment.,0
TX01029,2025-03-12,CUST0100,31.19,Clothing,Wallet,Garden maintenance payment processed.,0
TX01030,2025-03-19,CUST0055,67.76,Education,Card,Deposited a refund check.,0
TX01031,2025-02-12,CUST0063,65.05,Travel,Debit,Life insurance policy payment.,0
TX01032,2025-03-29,CUST0043,151.32,Utilities,Wallet,Company phone bills paid.,0
TX01033,2025-01-25,CUST0284,101.53,Travel,Wallet,Business travel airfare purchased.,0
TX01034,2025-03-05,CUST0085,0.38,Education,Wallet,Paid a parking fine.,0
TX01035,2025-02-27,CUST0081,38.63,Education,Wallet,Ordered a new mattress online.,0
TX01036,2025-02-02,CUST0235,28.24,Food,Bank Transfer,Ordered clothes from an online fashion store.,0
TX01037,2025-01-11,CUST0260,50.35,Travel,Bank Transfer,Customer purchased handmade crafts online.,0
TX01038,2025-02-03,CUST0229,69.76,Clothing,Bank Transfer,Purchased office chair for home setup.,0
TX01039,2025-02-02,CUST0185,96.91,Travel,Debit,Paid for freight shipping.,0
TX01040,2025-03-17,CUST0066,67.96,Electronics,Bank Transfer,Paid for a trust setup.,0
TX01041,2025-01-14,CUST0021,20.92,Utilities,Card,Booked an escape room experience.,0
TX01042,2025-03-19,CUST0106,99.98,Food,Card,Car serviced at the local garage.,0
TX01043,2025-03-07,CUST0151,385.64,Electronics,Wallet,Received a bonus payment.,1
TX01044,2025-02-03,CUST0114,13.81,Travel,Bank Transfer,Paid for a swimming lesson.,0
TX01045,2025-03-13,CUST0237,438.62,Utilities,Bank Transfer,Purchased a webinar access pass.,1
TX01046,2025-02-21,CUST0192,134.81,Food,Bank Transfer,Magazine digital subscription paid.,0
TX01047,2025-02-24,CUST0193,55.06,Education,Debit,Conference registration fee paid.,0
TX01048,2025-02-10,CUST0179,128.47,Education,Debit,Sold a piece of furniture.,0
TX01049,2025-01-12,CUST0145,16.18,Food,Debit,Paid a late fee on bill.,0
TX01050,2025-01-22,CUST0179,117.82,Electronics,Debit,Paid for a project management tool.,1
TX01051,2025-01-10,CUST0083,222.31,Clothing,Bank Transfer,Revenue from product sales.,0
TX01052,2025-03-21,CUST0156,83.5,Education,Bank Transfer,Made a charitable donation.,0
TX01053,2025-01-16,CUST0015,139.88,Utilities,Card,Roadside assistance membership.,0
TX01054,2025-03-24,CUST0162,33.99,Travel,Card,MasterClass online course subscription.,0
TX01055,2025-01-23,CUST0035,10.24,Electronics,Wallet,Paid a notary fee for legal document.,0
TX01056,2025-03-18,CUST0225,399.97,Clothing,Wallet,Office electricity bill paid.,1
TX01057,2025-03-29,CUST0130,104.18,Food,Bank Transfer,Paid for a building permit.,0
TX01058,2025-01-20,CUST0143,15.79,Electronics,Bank Transfer,Received money from a friend.,0
TX01059,2025-02-22,CUST0265,99.72,Entertainment,Debit,Deposited a vendor payment.,0
TX01060,2025-03-24,CUST0066,78.76,Education,Bank Transfer,Paid an escrow fee.,1
TX01061,2025-03-25,CUST0052,12.02,Food,Debit,Purchased office supplies from Staples.,0
TX01062,2025-02-06,CUST0209,44.68,Education,Card,Payroll processing fee.,0
TX01063,2025-03-05,CUST0115,88.17,Electronics,Debit,Business insurance premium payment.,0
TX01064,2025-01-06,CUST0289,68.26,Education,Wallet,Paid for passport photo service.,0
TX01065,2025-03-04,CUST0090,22.84,Education,Bank Transfer,Bought bird seed.,0
TX01066,2025-02-02,CUST0082,31.3,Electronics,Debit,Purchased an electric kettle.,0
TX01067,2025-01-01,CUST0026,40.57,Electronics,Wallet,New headphones bought from electronics store.,0
TX01068,2025-02-25,CUST0055,72.73,Food,Bank Transfer,YouTube Premium subscription.,0
TX01069,2025-02-20,CUST0171,53.88,Education,Wallet,Medical bill from hospital visit.,0
TX01070,2025-01-08,CUST0168,16.1,Electronics,Wallet,Travel expenses for client meeting.,0
TX01071,2025-02-09,CUST0063,124.46,Education,Card,Deposited cash from side job.,0
TX01072,2025-03-22,CUST0270,31.52,Utilities,Card,Ordered custom cake for birthday.,0
TX01073,2025-03-17,CUST0132,152.26,Travel,Bank Transfer,Recycling service fee.,0
TX01074,2025-03-14,CUST0197,77.37,Food,Bank Transfer,Credit card statement paid in full.,0
TX01075,2025-03-24,CUST0281,142.71,Electronics,Wallet,Car rental club subscription.,0
TX01076,2025-01-17,CUST0114,267.57,Food,Debit,Tutoring session fee paid.,0
TX01077,2025-03-12,CUST0195,56.87,Food,Debit,Bought a plant for the office.,0
TX01078,2025-01-10,CUST0264,69.89,Education,Wallet,Income from a local market stall.,1
TX01079,2025-01-14,CUST0042,6.97,Entertainment,Wallet,Sponsored a local community event.,1
TX01080,2025-02-14,CUST0210,109.93,Utilities,Card,Commercial property tax paid.,0
TX01081,2025-01-01,CUST0079,91.03,Entertainment,Bank Transfer,Deposited a money order.,0
TX01082,2025-02-02,CUST0192,376.1,Travel,Debit,Deposited tax refund check.,1
TX01083,2025-02-15,CUST0293,44.17,Clothing,Wallet,Revenue from product sales.,0
TX01084,2025-02-04,CUST0129,148.77,Electronics,Bank Transfer,YouTube Premium subscription.,0
TX01085,2025-01-19,CUST0072,9.81,Utilities,Bank Transfer,Bought art supplies for a new hobby.,0
TX01086,2025-02-21,CUST0232,64.5,Entertainment,Bank Transfer,Revenue from product sales.,0
TX01087,2025-01-22,CUST0105,14.05,Travel,Card,Office supplies ordered online.,0
TX01088,2025-03-04,CUST0156,373.68,Food,Card,Received a gift transfer.,1
TX01089,2025-01-20,CUST0243,23.02,Education,Wallet,Medical bill from hospital visit.,0
TX01090,2025-01-11,CUST0297,16.32,Travel,Card,Paid for a virtual office space.,0
TX01091,2025-02-05,CUST0237,72.95,Clothing,Bank Transfer,Blue Apron meal kit subscription.,0
TX01092,2025-02-02,CUST0101,15.04,Food,Wallet,Cash deposit made at bank branch.,0
TX01093,2025-01-06,CUST0284,80.27,Entertainment,Bank Transfer,Payment for event planning services.,0
TX01094,2025-01-04,CUST0023,62.01,Travel,Card,Deposited cash from side job.,0
TX01095,2025-03-31,CUST0289,151.45,Electronics,Bank Transfer,Sold a piece of artwork.,0
TX01096,2025-01-18,CUST0024,3.7,Entertainment,Card,Ordered laundry detergent.,0
TX01097,2025-02-26,CUST0096,86.32,Education,Wallet,Paid for legal consultation regarding contract.,0
TX01098,2025-03-10,CUST0254,114.64,Clothing,Debit,Received income from a small business.,0
TX01099,2025-01-10,CUST0159,66.05,Entertainment,Wallet,Paid for a project management tool.,0
TX01100,2025-01-05,CUST0136,11.13,Education,Debit,Business travel airfare purchased.,0
TX01101,2025-03-03,CUST0268,102.93,Food,Debit,Transferred funds between accounts.,1
TX01102,2025-03-03,CUST0048,41.16,Electronics,Card,New gaming console bought online.,0
TX01103,2025-03-20,CUST0045,184.6,Travel,Wallet,Booked a pottery class.,0
TX01104,2025-02-17,CUST0274,3.8,Food,Card,Network maintenance fee.,0
TX01105,2025-01-14,CUST0294,56.97,Food,Card,Received rental income for property.,0
TX01106,2025-03-10,CUST0170,224.31,Entertainment,Bank Transfer,Paid for a commercial cleaner.,0
TX01107,2025-02-01,CUST0069,114.82,Clothing,Debit,Received a gift transfer.,0
TX01108,2025-03-03,CUST0002,20.62,Clothing,Card,Paid for legal consultation regarding contract.,0
TX01109,2025-03-18,CUST0105,49.15,Education,Card,Purchased domain name for new website.,0
TX01110,2025-01-24,CUST0200,43.38,Entertainment,Bank Transfer,Email marketing service payment.,0
TX01111,2025-02-05,CUST0123,63.07,Utilities,Card,Paid for a corporate event.,0
TX01112,2025-03-21,CUST0090,25.17,Education,Debit,Paid for public utilities.,0
TX01113,2025-02-18,CUST0129,1.36,Electronics,Wallet,Setup a recurring bill payment.,0
TX01114,2025-01-13,CUST0221,49.37,Travel,Debit,Paid for a search engine optimization tool.,0
TX01115,2025-01-22,CUST0018,33.21,Education,Debit,Received direct deposit of salary.,0
TX01116,2025-02-24,CUST0174,194.69,Travel,Wallet,Payroll processing fee.,0
TX01117,2025-01-28,CUST0295,167.95,Electronics,Debit,Sold a domain name.,0
TX01118,2025-01-21,CUST0202,134.12,Food,Bank Transfer,Purchased new computers for employees.,0
TX01119,2025-02-17,CUST0166,188.81,Travel,Debit,Bought a collar for the dog.,0
TX01120,2025-03-28,CUST0132,118.01,Clothing,Debit,Stock purchase executed on market.,0
TX01121,2025-03-04,CUST0262,192.56,Education,Bank Transfer,Dry cleaning services rendered.,0
TX01122,2025-02-06,CUST0279,91.95,Food,Bank Transfer,Employee benefits package payment.,0
TX01123,2025-02-12,CUST0017,8.07,Clothing,Card,Phone bill auto-paid.,0
TX01124,2025-02-26,CUST0119,119.4,Food,Wallet,Sold a domain name.,0
TX01125,2025-03-19,CUST0227,58.35,Utilities,Debit,Received a grant for academic research.,0
TX01126,2025-02-04,CUST0060,82.53,Clothing,Card,Payment for a design project.,0
TX01127,2025-02-17,CUST0070,197.0,Education,Bank Transfer,Paid for a marketing analytics tool.,0
TX01128,2025-04-01,CUST0202,101.97,Education,Debit,Childcare services for the month.,0
TX01129,2025-02-09,CUST0128,14.09,Utilities,Bank Transfer,Payment for a book editing service.,0
TX01130,2025-02-09,CUST0031,21.24,Entertainment,Debit,Received a refund from online store.,0
TX01131,2025-03-10,CUST0215,148.19,Utilities,Debit,Received an inheritance payment.,0
TX01132,2025-01-30,CUST0175,412.95,Clothing,Debit,Payment for a brand partnership.,1
TX01133,2025-02-12,CUST0244,34.05,Electronics,Debit,Consultation fee for legal advice.,0
TX01134,2025-01-13,CUST0288,121.3,Travel,Debit,Income from renting out equipment.,0
TX01135,2025-04-01,CUST0251,23.06,Entertainment,Card,Office rent payment processed.,0
TX01136,2025-02-26,CUST0079,203.62,Food,Debit,Received income from YouTube monetization.,0
TX01137,2025-01-13,CUST0265,23.39,Education,Wallet,Made a student loan payment.,0
TX01138,2025-02-23,CUST0039,20.25,Utilities,Card,Paid a returned check fee.,0
TX01139,2025-01-01,CUST0178,7.8,Travel,Debit,Paid for a locksmith service.,0
TX01140,2025-03-17,CUST0106,6.56,Education,Wallet,Business travel airfare purchased.,0
TX01141,2025-02-17,CUST0284,30.53,Electronics,Bank Transfer,Booked a flight for summer vacation.,0
TX01142,2025-03-06,CUST0002,243.04,Travel,Wallet,Paid a withdrawal fee at out-of-network ATM.,0
TX01143,2025-01-08,CUST0157,66.71,Utilities,Bank Transfer,Dental check-up payment made.,0
TX01144,2025-01-19,CUST0051,226.05,Utilities,Bank Transfer,Paid for business legal fees.,0
TX01145,2025-02-22,CUST0002,169.87,Electronics,Bank Transfer,Replaced worn-out tires for car.,0
TX01146,2025-01-09,CUST0148,97.16,Clothing,Card,Grocery shopping for the week completed.,0
TX01147,2025-02-17,CUST0254,187.95,Clothing,Debit,Paid for condominium fees.,0
TX01148,2025-03-18,CUST0259,63.44,Education,Bank Transfer,Sold a software license.,0
TX01149,2025-01-28,CUST0025,61.87,Entertainment,Debit,Bought a plant for the office.,0
TX01150,2025-01-23,CUST0054,19.48,Clothing,Debit,Bought kitchen utensils.,0
TX01151,2025-03-04,CUST0150,210.42,Education,Card,Fleet vehicle maintenance bill.,0
TX01152,2025-03-13,CUST0180,19.15,Entertainment,Bank Transfer,Purchased a dance class package.,0
TX01153,2025-02-16,CUST0196,20.42,Travel,Card,Paid for business legal fees.,0
TX01154,2025-01-15,CUST0126,131.67,Entertainment,Debit,Paid for a cooking class.,0
TX01155,2025-01-21,CUST0005,12.75,Travel,Card,Bought kitchen utensils.,1
TX01156,2025-02-21,CUST0018,26.04,Electronics,Wallet,Paid for a podcast premium feed.,0
TX01157,2025-03-09,CUST0153,30.07,Electronics,Card,Payment for social media management.,0
TX01158,2025-02-09,CUST0065,16.66,Clothing,Bank Transfer,Payment for a landscaping job.,0
TX01159,2025-01-05,CUST0120,121.21,Education,Card,Paid for a cooking demonstration.,0
TX01160,2025-02-24,CUST0090,49.66,Entertainment,Bank Transfer,Paid for a financial consultation.,0
TX01161,2025-01-30,CUST0215,29.05,Travel,Bank Transfer,Video editing software subscription.,1
TX01162,2025-01-08,CUST0183,293.65,Travel,Card,Money sent via peer-to-peer app.,0
TX01163,2025-03-12,CUST0240,130.55,Electronics,Bank Transfer,Purchased licenses for design software.,0
TX01164,2025-01-31,CUST0009,232.54,Clothing,Bank Transfer,Homeowners insurance premium due.,0
TX01165,2025-01-13,CUST0241,84.98,Electronics,Debit,Paid a safe deposit box fee.,0
TX01166,2025-01-29,CUST0275,55.74,Entertainment,Debit,Adobe Creative Cloud billed for annual plan.,0
TX01167,2025-01-25,CUST0137,182.12,Food,Wallet,Paid a safe deposit box fee.,0
TX01168,2025-02-21,CUST0073,37.5,Electronics,Wallet,Deposited tax refund check.,0
TX01169,2025-02-12,CUST0260,118.1,Food,Card,Paid for a cybersecurity service.,0
TX01170,2025-03-12,CUST0070,197.74,Food,Card,Sold a domain name.,0
TX01171,2025-02-10,CUST0161,23.65,Electronics,Debit,Payment for a translation service.,0
TX01172,2025-01-30,CUST0199,8.79,Electronics,Debit,Bought a new shower head.,0
TX01173,2025-03-02,CUST0205,166.6,Utilities,Debit,Paid mortgage principal and interest.,0
TX01174,2025-03-15,CUST0082,1.63,Clothing,Card,Software-as-a-service (SaaS) subscription.,0
TX01175,2025-03-19,CUST0196,36.25,Food,Card,Purchased office kitchen supplies.,0
TX01176,2025-02-25,CUST0300,139.32,Clothing,Debit,Snow removal service bill.,0
TX01177,2025-03-10,CUST0183,3.19,Clothing,Debit,Paid a foreign transaction fee.,0
TX01178,2025-02-16,CUST0290,35.69,Food,Card,Paid for a credit report.,0
TX01179,2025-01-21,CUST0007,12.4,Electronics,Wallet,Paid for a social media scheduling tool.,0
TX01180,2025-01-15,CUST0227,8.37,Utilities,Card,Paid for a cybersecurity service.,0
TX01181,2025-01-08,CUST0186,148.73,Food,Card,Ordered new bedding.,0
TX01182,2025-01-26,CUST0217,44.85,Education,Debit,Paid for a wire transfer.,0
TX01183,2025-03-27,CUST0136,246.1,Clothing,Debit,Bought a new frying pan.,0
TX01184,2025-03-09,CUST0217,359.63,Electronics,Debit,Paid a currency conversion fee.,1
TX01185,2025-03-19,CUST0247,230.52,Utilities,Wallet,Paid for a meditation guide.,0
TX01186,2025-01-10,CUST0204,61.55,Entertainment,Bank Transfer,Made a down payment for property.,0
TX01187,2025-03-20,CUST0229,84.92,Utilities,Bank Transfer,Paid for a podcast premium feed.,0
TX01188,2025-02-05,CUST0033,9.23,Travel,Card,Contributed to a retirement plan.,1
TX01189,2025-01-19,CUST0289,6.74,Utilities,Bank Transfer,Received an inheritance payment.,1
TX01190,2025-02-19,CUST0205,30.76,Travel,Bank Transfer,Paid for a digital art commission.,0
TX01191,2025-03-07,CUST0264,154.25,Education,Bank Transfer,Company phone bills paid.,0
TX01192,2025-01-05,CUST0248,70.74,Utilities,Debit,Picked up prescription medication.,1
TX01193,2025-02-18,CUST0105,31.17,Entertainment,Bank Transfer,Deposited a security deposit for apartment rental.,0
TX01194,2025-03-17,CUST0042,8.1,Entertainment,Debit,Payment for a landscaping job.,0
TX01195,2025-03-05,CUST0261,38.4,Clothing,Bank Transfer,Payment for a training workshop.,0
TX01196,2025-02-10,CUST0163,48.28,Clothing,Debit,Bought a new frying pan.,0
TX01197,2025-03-16,CUST0296,189.39,Clothing,Card,Accounting software subscription bill.,0
TX01198,2025-02-09,CUST0101,7.73,Entertainment,Card,Hulu streaming service subscription.,0
TX01199,2025-03-24,CUST0033,240.82,Electronics,Card,Paid a loan interest payment.,1
TX01200,2025-02-11,CUST0248,116.81,Clothing,Wallet,Purchased new computers for employees.,0
